input_text,target_text
sport team lose practice more, Our sports team lost so we'll practice more
phone screen crack repair expensive, My phone screen cracked and the repair is expensive
tea hot spill burn hand, Hot tea spilled and burned my hand
ocean swim dolphin see amazing, We swam in the ocean and saw amazing dolphins
concert crowd push front see, The concert crowd pushed us to the front to see better
beach sunset photo memory keep, I took beach sunset photos to keep as memories
storm prepare candle flashlight ready, We prepared candles and flashlights for the storm
work deadline stress deep breath, Work deadline stress made me take deep breaths
sign song perform emotion touch, Their sign language song performance touched everyone emotionally
bicycle bell ring warn pedestrian, I rang my bicycle bell to warn pedestrians
movie comedy laugh stomach hurt, The comedy movie made us laugh until our stomachs hurt
camp guitar sing star night, At camp we sang with guitar under the stars
language app game learn fun, I learned language through fun app games
baby crawl fast catch parent, The baby crawled fast so parents caught them
email important typo correct resend, I corrected a typo in an important email and resent it
school bus break walk group, When the school bus broke down our group walked
car wash coupon save money, I saved money on car wash with a coupon
forest trail hike map follow, We hiked forest trails following the map
doctor checkup quick healthy, My doctor checkup was quick and I'm healthy
gift wrap paper ribbon bow, I wrapped the gift with paper ribbon and a bow
gym weight machine sweat towel, I used gym weight machines sweated and needed a towel
soup vegetable garden fresh cook, I cooked soup with fresh vegetables from the garden
room closet organize donate old, I organized the room closet and donated old clothes
meeting efficient agenda finish early, Our efficient meeting finished early with a good agenda
plane window cloud view beautiful, My plane window view of clouds was beautiful
garden flower smell bee buzz, Garden flowers smelled sweet while bees buzzed around
teach math problem student solve, I taught students how to solve math problems
dog fetch park ball happy, My dog fetched the ball in the park happily
bird nest material collect build, Birds collected materials to build their nest
fish aquarium light color glow, Aquarium fish glowed colorful under the light
story pirate adventure child imagine, Children imagined pirate adventures from the story
camping rain tarp dry stay, Camping in rain required a tarp to stay dry
science microscope discover cell, Using the science microscope  we discovered cells
traffic jam music loud sing, In traffic jam we sang loud to music
cat window sun sleep warm, The cat slept warm in the window sun
phone focus notification ignore, To focus I ignored phone notifications
snowman build snowball fight fun, We built a snowman then had a snowball fight
work document edit improve version, I edited the work document to improve its version
sign practice daily fluent become, Daily sign practice helps me become fluent
bicycle basket grocery carry home, I carried groceries home in my bicycle basket
movie plot twist surprise discuss, The movie's plot twist surprised us and sparked discussion
campfire marshmallow roast golden eat, We roasted marshmallows golden over the campfire and ate them
